2329,1.33161512,29,2156,130,76.96428571,15.0320205,19.25938236,11.03528642,610,1.658868695,0.028574959,0.019730798,0.490601853,0.639119266,0.719639967,0.642954985,0.532739863,0.423099094,0.340331906,0.286677694,0.267096129,0.237091886,695,1.343996588,0.019427718,0.014755701,0.443845463,0.419539219,0.564943138,0.477684429,0.436442702,0.370363546,0.319167471,0.316545725,0.336212957,0.304633954,209,6.074944743,41.35185009,1.364469071,42.37997539,28.71205146,19.98443291,13.78673572,8.579609463,5.472312066,4.377132106,3.161693529,2.585493345,2.459709313,193,6.096839857,46.08619493,1.155237817,45.56356538,30.59349723,21.2178488,13.1493627,8.180300248,5.201228131,3.921805833,3.305448734,2.842847966,2.445888964,1
2077,1.493256262,27,1841,117,70.76923077,11.49715684,19.24101898,11.59351595,512,1.84547544,0.038445725,0.019199173,0.643616602,0.684133251,0.755998213,0.626933979,0.539050362,0.486414483,0.392442774,0.344728039,0.283829734,0.265052062,556,1.503779847,0.021133067,0.015524836,0.478252842,0.493610847,0.559136175,0.464422422,0.425700687,0.354951744,0.300473719,0.262049065,0.223995845,0.208694285,172,6.780485188,71.28322417,1.650067642,43.18675591,31.27201873,26.44249467,22.88268782,17.52235625,14.14847063,10.45767612,8.30058191,6.187150941,5.417523092,158,5.991642633,40.93575122,1.556174283,41.60251158,25.86660574,14.9272279,10.50918876,6.894587407,4.115337953,2.763240976,1.971736249,1.786163919,1.646472269,1
1749,1.315789474,19,1444,147,80.16666667,27.47886889,19.2392792,15.20693423,410,2.104323347,0.045406599,0.033621867,0.962947269,0.477134077,0.560145565,0.597132626,0.523138925,0.354465864,0.334658637,0.306032587,0.280398428,0.242610554,391,1.82465153,0.026481384,0.020166577,0.637169238,0.499237012,0.497229004,0.444255729,0.31503631,0.284607588,0.255933324,0.242882615,0.200015337,0.204455969,116,6.856338744,91.5670288,2.526241931,51.21774222,27.28091617,24.1554998,20.61250814,15.25033842,11.38192443,8.427744711,6.764060057,5.947394808,5.563550112,130,6.136425967,57.25101278,2.40508915,47.82365784,20.27842725,13.59038914,10.45227381,7.40677234,4.225551448,2.741113779,1.83717372,1.588694432,1.639581504,1
1925,1.715176715,29,1807,83,64.5,8.275353858,19.25952322,14.78505225,431,2.071919663,0.050313596,0.027523899,0.931343301,0.764141355,0.829576041,0.665583256,0.612680428,0.427805535,0.35774037,0.343536285,0.324218515,0.275349486,540,1.688623666,0.028428057,0.024309732,0.694006196,0.522461886,0.515624092,0.538614126,0.396653226,0.384687934,0.352356884,0.310886184,0.282855498,0.276577046,163,6.296108498,60.21285502,1.759557887,51.00966543,28.28459502,19.55853506,13.64113096,8.520193867,6.298475181,4.046556681,2.804696468,2.291105264,1.996478093,173,6.245346378,54.99691111,1.404805976,51.29587165,24.44087297,18.21110935,11.49061804,8.861773538,6.315057986,4.864211142,3.421769828,2.759812471,2.745159498,1
2187,1.372369625,18,1978,369,116.2941176,86.79412761,19.24974739,21.32180269,524,1.871895137,0.039999207,0.027112664,0.956311983,0.669080313,0.727782274,0.623638214,0.514484728,0.412689685,0.336483928,0.303866018,0.274156808,0.279327321,562,1.691885366,0.027332498,0.02612372,0.875197589,0.550482838,0.47650969,0.461707537,0.402315311,0.340970519,0.299638235,0.276069456,0.248376429,0.213107774,110,6.130281286,194.3290002,4.284206802,101.7331289,28.23870032,19.64234218,12.87712213,8.1408134,6.02385263,4.385933885,3.020211729,1.996493813,1.37889309,124,6.108225748,181.5574923,4.070662209,99.00977028,27.46663913,16.96238419,12.34435012,9.168921203,6.395738861,4.389423698,3.255514223,2.366928766,1.628026425,1
1809,1.438053097,22,1617,129,76.95238095,20.75446022,19.23399722,15.68157415,446,2.102037186,0.051766396,0.03245937,1.109036278,0.610786509,0.671369046,0.613762294,0.50506039,0.439405505,0.398901542,0.327572934,0.253551123,0.249938251,471,1.794150464,0.031938846,0.02208868,0.656089254,0.553573285,0.579965521,0.490073735,0.433720807,0.375175863,0.30808597,0.297852624,0.292827349,0.290789554,135,6.623290968,120.0405828,2.450154496,74.24422894,28.5744539,22.59622156,17.56795435,12.88284436,9.295623199,6.598122915,5.230694491,4.326499233,3.860746777,152,6.107327714,86.08666097,2.197525245,64.47737722,25.42780428,13.59837997,11.09653082,8.386365683,4.950304388,3.35337785,1.908527683,1.640563765,1.554027564,1
1546,0.84087969,13,1385,151,115.3333333,21.61368814,19.25107613,18.27518603,400,2.124140315,0.040503111,0.025456444,0.730784594,0.60028428,0.642288925,0.513785408,0.48333443,0.339009806,0.299987594,0.275054569,0.224502577,0.162038259,384,1.788660952,0.025018931,0.020556276,0.581977104,0.478800898,0.486971022,0.417192542,0.344209527,0.283360661,0.273005913,0.255312709,0.181972604,0.163552117,92,6.431781744,149.5623443,5.588745426,72.57758506,24.52615254,19.91298882,14.18329111,8.99502072,5.639733312,3.717140337,2.837982628,2.296761158,1.872827364,107,6.327987792,141.1898707,4.614917799,74.18721989,22.78023466,14.39807109,12.01241184,9.997037851,6.365786341,4.475340159,2.825112826,2.108402824,1.744471605,1
1892,1.321353066,21,1777,250,88.8,48.23473306,19.22402594,12.3981798,472,1.894928541,0.035242855,0.020496873,0.686770959,0.577963598,0.750450452,0.623177821,0.474060484,0.419977831,0.358388223,0.27399043,0.241681915,0.211419021,549,1.568157827,0.020802359,0.017876768,0.425930175,0.51965859,0.515472552,0.477525683,0.388737145,0.335541367,0.287166182,0.248287822,0.209955062,0.20435397,146,6.714067144,78.18779825,2.50700825,55.43165236,29.10647894,25.4107454,18.98661055,14.04995867,9.847903964,7.059808022,4.957148278,3.893491422,3.525189077,162,6.079559083,51.81908133,2.675124358,46.4007597,23.55019914,14.157037,11.80526295,8.305603673,4.887131699,3.012484936,2.092910367,1.822949086,1.755343799,1
1546,1.423027167,18,1425,344,83.76470588,67.43286422,19.24098074,14.4066197,369,2.158289492,0.042459705,0.038174808,0.901128455,0.552435582,0.648784473,0.545933038,0.449805549,0.284317608,0.254953224,0.221077339,0.197740606,0.184013751,417,1.752257287,0.024104748,0.01943994,0.614078009,0.452001215,0.453489517,0.351351767,0.358231234,0.292979619,0.268772867,0.255255864,0.195854978,0.17680156,122,6.484758148,88.02442244,3.341003701,54.45576801,27.23351122,18.83762897,14.51864083,8.621563402,6.620147428,4.466766595,3.180872739,2.290618171,2.028811081,138,6.414641732,73.88134531,3.00768575,51.11380529,24.143759,15.0094819,13.01783794,9.647338128,6.239615996,3.887352704,2.570503042,2.393300935,2.267439508,1
1896,1.424050633,22,1727,234,82.19047619,36.06053112,19.21503295,11.03361013,492,1.787410284,0.030504963,0.019817329,0.440566048,0.533826879,0.632277204,0.590312105,0.49808172,0.420791121,0.361282974,0.302807501,0.286821264,0.260077825,504,1.51143372,0.01646787,0.014760424,0.42427538,0.391881331,0.478361156,0.409145039,0.374435685,0.284655784,0.245840891,0.219910806,0.172252894,0.173512376,136,6.709100034,77.5587039,1.668580899,51.88726191,30.28014799,24.09433277,20.30756521,14.67084671,10.78674547,7.356430756,5.441237365,4.514396354,4.409499972,162,5.983940148,38.18757815,1.514416928,41.33984842,21.31446745,11.98640165,10.40414143,8.001381902,4.515133743,2.804267126,2.066522524,1.680073302,1.475470837,1
2828,1.272984441,26,2685,242,107.36,50.77965472,19.24337936,12.82876904,747,1.667913746,0.037784981,0.020806762,0.763316678,0.832435478,0.863497772,0.731289257,0.652069794,0.510813605,0.456850292,0.417998276,0.356556871,0.380039399,797,1.539863854,0.032476661,0.015676237,0.74187,0.677999896,0.720323347,0.715247297,0.607991111,0.540990341,0.47104929,0.418781402,0.392309625,0.362681083,240,5.965183508,43.33611453,1.088095378,54.95131561,28.25206147,18.78587449,13.22841397,9.767408542,7.021130902,5.153810965,3.427255113,2.500812312,2.023064252,229,5.927628688,55.31003034,1.241103612,55.78873103,38.55219355,23.90730153,13.41325479,7.755420055,5.08427325,3.764380142,2.984949839,2.375337225,2.212765423,2
3610,1.495844875,39,3353,253,88.21052632,44.6525069,19.22808993,15.30485535,882,1.693023802,0.047249622,0.023905654,1.17041734,0.912175352,1.022032724,0.89278133,0.791082995,0.714357187,0.583219076,0.468210877,0.403044756,0.336642121,901,1.661773829,0.04104227,0.024411805,1.123865136,0.914998122,0.952854548,0.907122553,0.747048929,0.595965925,0.461644183,0.398009777,0.373049392,0.335045445,253,6.481538255,115.4017771,2.207805612,96.50414447,49.55928257,36.97364712,26.40118571,17.62943389,12.1500012,8.948346662,7.341297746,6.121319906,4.769216971,339,5.588533098,72.40347845,1.94188359,84.52321166,25.20463506,16.26071273,13.26347465,9.864139494,5.516673174,3.617293367,3.118897139,2.453898932,2.333243484,2
2765,0.542691751,17,2682,228,167.5625,24.35013689,19.23754506,17.83442354,671,1.868049698,0.049367092,0.026582077,1.185111567,1.008108859,0.924501158,0.772188659,0.720394224,0.487215223,0.359686466,0.361620989,0.331239494,0.353308088,746,1.557682563,0.036584779,0.0242624,0.90439823,0.75136202,0.634582137,0.720922279,0.62434282,0.532053044,0.491600944,0.419208439,0.403791452,0.410516985,198,5.896534019,126.0105986,4.563693409,95.53822334,32.06411678,19.53059083,13.05146506,8.796741417,6.122006245,4.374963064,3.020666231,2.297634604,2.095427936,218,6.087223045,135.0921128,3.992570808,97.21503525,39.86697686,26.48644912,16.62665862,10.97897542,6.912206116,4.079120879,2.704809165,2.774587784,2.934438043,2
